Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
Becca Inc.,2021-05-30,2021-02-25,2021-02-25,"142 West 36th Street, 14th and 15th Floors  New York, NY, 10018",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,10,71,71
Best Buy (Store #538),2021-04-17,2021-01-17,2021-01-17,"9090 Destiny Dr.  Syracuse, NY, 13204",Onondaga,,N/A,Economic,53,70,70
Biodex Medical Systems  (Mirion Technologies acquired Biodex),2021-08-06,2021-05-06,2021-05-06,"49 Natcon Rd. & 20 Ramsey Rd.  Shirley, NY, 11967",Suffolk,,N/A,Economic,32,43,43
"Bouchard Transportation Company, Inc.",2021-07-15,2021-06-08,2021-06-08,"58 S Service Rd #150  Melville, NY, 11747",Suffolk,,N/A,Economic,27,108,108
"Breton Industries, Inc. (Military Products and Commercial Lines)",2021-04-15,2021-01-15,2021-01-15,"One Sam Stratton Rd.  Amsterdam, NY, 12010",Montgomery,,N/A,Economic,54,65,65
"Brooklyn Food & Arts, LLC (at The Norm Restaurant inside the Brooklyn Museum)",2021-12-26,2021-12-29,2021-12-29,"200 Eastern Parkway  Brooklyn, NY, 11238",Kings,,N/A,Due to the recent spike in COVID 19 cases,1,14,14
C'Ville Yoghurt dba Byrne Hollow Farms (Cortlandville),2022-02-07,2021-11-09,2021-11-09,"3156 Byrne Hollow Crossing  Cortlandville, NY, 13045",Cortland,,N/A,Economic,5,58,58
"C&S Wholesale Grocers, Inc.",2021-10-02,2021-06-30,2021-06-30,"1500 Corporate Boulevard  Newburgh, NY, 12550",Orange,,N/A,The Newburgh warehouse will be closing as a result of a decision by one of their largest customers to move to a self distribution model,1,244,244
"Catholic Charities Neighborhood Services, Inc. (Cabrini Regional Grant Youth Employment Program)",2021-06-30,2021-03-31,2021-03-31,"918 27th Ave.  Astoria, NY, 11102",Queens,,N/A,Economic due to the lack of funding,1,2,2
"CBA Insert Distribution System, Inc.",2022-02-15,2021-11-17,2021-11-17,"5101 1st Ave.  Brooklyn, NY, 11232",Kings,,N/A,Economic,3,79,79
Columbia University Irving Medical Center,2022-02-07,2021-11-08,2021-11-08,"466 Lexington Ave  New York, NY, 10017",New York,,N/A,Integration of the electronic medical records systems at Columbia University,1,56,56
Community Development Institute Head Start (at Rockaway Beach),2021-08-31,2021-05-24,2021-05-24,"216 Beach 87th Street  Rockaway Beach, NY, 11693",Queens,,N/A,Economic,30,63,63
"Community Development Institute Head Start (Niagara County, NY Head Start-Early Head Start Program) (7 sites)",2021-11-19,2021-08-04,2021-08-04,"7 sites  Niagara Falls, NY, 14301",Niagara,,N/A,Loss of grant,1,75,75
Concordia College,2021-05-31,2021-03-01,2021-03-01,"171 White Plains Rd.  Bronxville, NY, 10708",Westchester,,N/A,Unforeseeable business circumstances prompted by COVID 19,9,127,127
Concordia College (2nd wave),2021-06-30,2021-03-31,2021-03-31,"171 White Plains Rd.  Bronxville, NY, 10708",Westchester,,N/A,Unforeseeable business circumstances prompted by COVID 19,5,29,29
Concordia College (3rd wave),2021-07-31,2021-04-29,2021-04-29,"171 White Plains Rd.  Bronxville, NY, 10708",Westchester,,N/A,Unforeseeable business circumstances prompted by COVID 19,4,8,8
Concordia College (4th Phase),2021-08-31,2021-05-24,2021-05-24,"171 White Plains Rd.  Bronxville, NY, 10708",Westchester,,N/A,Unforeseeable business circumstances prompted by COVID 19,3,97,97
Concordia College (Phase 5),2021-09-30,2021-06-24,2021-06-24,"171 White Plains Rd.  Bronxville, NY, 10708",Westchester,,N/A,Unforeseeable business circumstances prompted by COVID 19,2,5,5
Concordia College (Phase 6),2021-11-30,2021-08-30,2021-08-30,"171 White Plains Rd.  Bronxville, NY, 10708",Westchester,,N/A,Unforeseeable business circumstances prompted by COVID 19,1,5,5
"Creative Bath Products, Inc.",2021-11-22,2021-08-23,2021-08-23,"250 Creative Drive  Central Islip, NY, 11722",Suffolk,,N/A,Sale of Business,1,54,54
Credit Suisse Securities (USA) LLC,2022-03-06,2021-12-06,2021-12-06,"11 Madison Ave  New York, NY, 10010",New York,,N/A,Wind down of its Prime Services division,1,69,69
"Crestview Management, LLC (at Albany Marriott, 189 Wolf Road)",2020-03-16,2021-03-16,2021-03-16,"189 Wolf Road  Albany, NY, 12205",Albany,,N/A,Unforeseeable business circumstances prompted by COVID 19,6,104,104
"Crestview Management, LLC (at Melville Marriott, 1350 Walt Whitman Road)",2020-03-16,2021-03-16,2021-03-16,"1350 Walt Whitman Road  Melville, NY, 11747",Suffolk,,N/A,Unforeseeable business circumstances prompted by COVID 19,7,78,78
Crown Building Maintenance Co. d/b/a Able Building Maintenance at LEGOLAND New York,2021-12-23,2021-09-23,2021-09-23,"1 Legoland Boulevard  Goshen, NY, 10924",Orange,,N/A,Economic,9,109,109
"CTG, Inc. (at IBM-Anthem site) aka Computer Task Group, Inc",2021-08-31,2021-06-22,2021-06-22,"40 Fountain Plaza, Suite 800  Buffalo, NY, 14202",Erie,,N/A,Contract Ended,1,84,84
"Delaware North Companies Travel Hospitality Services, Inc. (Clarence Travel Plaza NYS Thruway)",2021-07-29,2021-04-27,2021-04-27,"4002 Ransom Rd  Clarence, NY, 14031",Erie,,N/A,Expiration of contract,1,36,36
"Delaware North Companies Travel Hospitality Services, Inc. (Pembroke, Scottsville & Seneca Travel Plazas NYS Thruway)",2021-07-29,2021-04-27,2021-04-27,"8319 Indian Falls Rd.; Corfu, NY 14036 & 20 Erie Station Road,  West Henrietta, 14586- 7029 Aldridge Road; Victor, NY 14564   Corfu, West Henrietta, Victor, NY, 14036",Genesee,,N/A,Expiration of contract,2,122,122
"DSW Shoe Warehouse, Inc.",2022-01-29,2021-10-18,2021-10-18,"2220 Broadway  New York, NY, 10024",New York,,N/A,Economic,7,36,36
"Durham School Services, L.P.",2021-06-30,2021-03-31,2021-03-31,"6730 Pickard Drive  Syracuse, NY, 13211",Onondaga,,N/A,Loss of Contract,1,67,67
El Al Israeli Airlines LTD. (JFK & NYC Office),2021-02-01,2021-01-29,2021-01-29,"Terminal 4 JFK International Airport & 100 Wall Street  Jamaica, New York, NY, 11430",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,12,5,5
EmblemHealth,2021-10-15,2021-10-15,2021-10-15,"55 Water Street  New York, NY, 10041",New York,,N/A,Economic,8,89,89
"Empire Stat Group, LLC",2021-02-19,2021-03-15,2021-03-15,"40 Exchange Place, suite 1413  New York, NY, 10005",New York,,N/A,Contract termination,1,86,86
"Endo Par Pharmaceutical (1, 2, & 6 Ram Ridge Rd.)",2021-07-01,2021-03-31,2021-03-31,"1, 2, & 6 Ram Ridge Rd.  Chestnut Ridge, NY, 10977",Rockland,,N/A,Possible sale of business,1,41,41
Endo Par Pharmaceutical (Office and Administration),2021-06-01,2021-02-25,2021-02-25,"6 Ram Ridge Rd.  Chestnut Ridge, NY, 10977",Rockland,,N/A,Economic,42,31,31
Garnet Health Medical Center - Catskills (Skilled Nursing Unit),2021-10-29,2021-07-29,2021-07-29,"68 Harris Bushville Rd.  Harris, NY, 12742",Sullivan,,N/A,Economic,20,66,66
GBG USA Inc. (Global Brands Group),2021-07-01,2021-06-30,2021-06-30,"350 5th Avenue  New York, NY, 10118",New York,,N/A,Integration of functions across brands and Economic,1,60,60
Genex Cooperative,2021-06-30,2021-01-05,2021-01-05,"522 Sheffield Rd  Ithaca, NY, 14850",Tompkins,,N/A,Moving the livestock bulls to other facilities owned by GENEX,1,30,30
"Genius Media Group, Inc.",2021-09-15,2021-09-23,2021-09-23,"92 3rd Street  Brooklyn, NY, 11231",Kings,,N/A,Restructuring the way in which original content is produced,1,22,22
"GEO Secure Services, LLC (f-k-a GEO Corrections & Detention LLC) (Queens Detention Facility)",2021-03-31,2021-03-16,2021-03-16,"182-22 130th Ave.  Jamaica, NY, 11413",Queens,,N/A,Economic,40,147,147
Greenburgh Central School District (Head Start),2021-07-31,2021-04-29,2021-04-29,"475 West Hartsdale Avenue  Hartsdale, NY, 10560",Westchester,,N/A,grant agreement termination between the school district and WestCOP the Head Start Grantee,1,4,4
"Hawkfish, LLC",2021-05-09,2021-02-08,2021-02-08,"120 Park Ave. (previously located at 229 West 43 Street, New York, NY  New York, NY, 10165",New York,,N/A,Economic,50,108,108
Hebrew Academy for Special Children,2021-06-25,2021-03-24,2021-03-24,"555 Remsen Ave.  Brooklyn, NY, 11236",Kings,,N/A,Economic,36,75,75
"HI 57, LLC dba The Watson Hotel",2021-07-05,2021-07-09,2021-07-09,"440 West 57th St.  New York, NY, 10471",New York,,N/A,The City of New York terminated its contract with the hotel to operate a homeless shelter,1,16,16
"HMS Host Family Restaurants, Inc. (Ardsley and Plattekill Travel Plaza on NY Thruway)",2021-07-29,2021-04-27,2021-04-27,"Milepost 6N,Hastings on Hudson, NY 10706 & Mile Post 65N NY Thruway Plattekill NY 12568  Hastings on Hudson, Plattekill, NY, 10706",Westchester,,N/A,Expiration of contract,10,70,70
"HMS Host Family Restaurants, Inc. (at Oneida Travel Plaza on NY Thruway)",2021-07-29,2021-04-27,2021-04-27,"5365 State Rt #233 Mile Post 244 E. NY State Thruway  Oneida, NY, 13490",Oneida,,N/A,Expiration of contract,5,42,42
"HMS Host Family Restaurants, Inc. (at Pattersonville Travel Plaza on NY Thruway)",2021-07-29,2021-04-27,2021-04-27,"HMSHOST Rd #2 Milepost 168N NY State Thruway  Pattersonville, NY, 12137",Schenectady,,N/A,Expiration of contract,8,45,45
"HMS Host Family Restaurants, Inc. (at Ulster and Sloatsburg Travel Plaza on NY Thruway)",2021-07-29,2021-04-27,2021-04-27,"Mile Post 96 South NY State Thruway Ruby, NY 12475 &Mile Post 33 NY State Thruway Sloatsburg, NY 10974  Ulster, Sloatsburg, NY, 12475",Ulster,,N/A,Expiration of contract,9,77,77
"HMS Host Family Restaurants, Inc. (Clifton Springs and Junius Ponds Travel Plaza on NY Thruway)",2021-07-29,2021-04-27,2021-04-27,"3236 RT 96 West Clifton Springs NY 14432 & 1399 Nine Foot Road Phelps NY 14532  Clifton Springs, NY, 14432",Ontario,,N/A,Expiration of contract,7,62,62
"HMS Host Family Restaurants, Inc. (Indian Castle, Chittenango, and Iroquois Travel Plaza on NY Thruway)",2021-07-29,2021-04-27,2021-04-27,"Rt 5 S, Rd #3 Mile Post 210 East Little Falls NY 13365, Service Area RD#4 214-C-1 RR5 Box 56 Canosta NY 13032,  Box 583 (315-823-3605) Little Falls NY 13365  East Little Falls,Canastota, Little Falls, NY, 13365",Herkimer,,N/A,Expiration of contract,4,105,105
"HMS Host Family Restaurants, Inc. (New Baltimore Travel Plaza on NY Thruway)",2021-07-29,2021-04-27,2021-04-27,"Mile Post 127S  New Baltimore, NY, 12124",Greene,,N/A,Expiration of contract,3,55,55
"HMS Host Family Restaurants, Inc. (Syracuse Regional Office)",2021-07-29,2021-04-27,2021-04-27,"6712 Brooklawn Pkwy, Suite 206  Syracuse, NY, 13211",Onondaga,,N/A,Expiration of contract,6,7,7
"Indian Point Energy Center (IPEC) (owned by Entergy Nuclear Indian Point 2, LLC & Entergy Nuclear Indian Point 3, LLC) Entergy Nuclear Operations, Inc.; Entergy Services, LLC",2021-05-20,2021-02-12,2021-02-12,"450 Broadway  Buchanan, NY, 10511",Westchester,,N/A,Economic,48,308,308
"Jewish Board of Family & Children's Services, Inc. (The Herschel Alt Westchester Children's Day Treatment Ctr) (Hawthorne)",,2021-06-02,2021-06-02,"500 Linda Avenue  Hawthorne, NY, 10532",Westchester,,N/A,Economic,29,0,0
"Jewish Board of Family & Children's Services, Inc. (The Ittleson Children's Day Treatment Ctr-Bronx) Phase 1",2021-10-01,2021-06-30,2021-06-30,"5050 Iselin Avenue  Bronx, NY, 10471",Bronx,,N/A,Economic,22,52,52
"Jewish Board of Family & Children's Services, Inc. (The Ittleson Children's Day Treatment Ctr-Bronx) Phase 1",2021-08-31,2021-06-02,2021-06-02,"5050 Iselin Avenue  Bronx, NY, 10471",Bronx,,N/A,Economic,28,4,4
"Jewish Board of Family & Children's Services, Inc. (The Sally and Anthony Mann Center Residential Treatment Facility and The Jerome M. Goldsmith Center for Adolescent Treatment Residential Treatment Facility) (Phase 1)",2021-07-22,2021-05-04,2021-05-04,"500 Linda Avenue & 228 Linda Avenue  Hawthorne, NY, 10532",Westchester,,N/A,Economic,33,45,45
"Jewish Board of Family & Children's Services, Inc. (The Sally and Anthony Mann Center Residential Treatment Facility and The Jerome M. Goldsmith Center for Adolescent Treatment Residential Treatment Facility) (Phase 2)",2021-10-01,2021-06-30,2021-06-30,"500 Linda Avenue & 228 Linda Avenue  Hawthorne, NY, 10532",Westchester,,N/A,Economic,23,92,92
"Jewish Board of Family & Children's Services, Inc. (The Sally and Anthony Mann Center Residential Treatment Facility and The Jerome M. Goldsmith Center for Adolescent Treatment Residential Treatment Facility) (Phase 3)",2021-10-01,2021-11-15,2021-11-15,"500 Linda Avenue & 228 Linda Avenue  Hawthorne, NY, 10532",Westchester,,N/A,Economic,4,4,4
"Knotel, Inc.",,2021-01-31,2021-01-31,"5-9 Union Square West  New York, NY, 10003",New York,,N/A,The business filed bankruptcy and is seeking a court approved sale of its assets This action is the result of the impact that COVID 19 has had on their business,1,106,106
"LC Drives, Inc. (Malta)",2021-08-30,2021-09-23,2021-09-23,"107 Hermes Road, Suite 215  Malta, NY, 12020",Saratoga,,N/A,Economic,10,,
"LC Drives, Inc. (Potsdam)",2021-08-30,2021-09-23,2021-09-23,"67 Main Street  Potsdam, NY, 13676",St Lawrence,,N/A,Economic,11,104,104
M & M Molding Corp.,2021-11-22,2021-08-23,2021-08-23,"250 Creative Drive  Central Islip, NY, 11722",Suffolk,,N/A,Sale of Business,2,39,39
Macy's Inc. (White Plains),2021-04-06,2021-01-05,2021-01-05,"100 Main Street  White Plains, NY, 10601",Westchester,,N/A,Economic,56,137,137
Macy's Inc.(New Hartford),2021-04-06,2021-01-05,2021-01-05,"1 Sangertown Square  New Hartford, NY, 13413",Oneida,,N/A,Economic,55,100,100
"Maryhaven Center of Hope, Inc. (Angel Guardian Home)",2021-05-13,2021-02-12,2021-02-12,"720 Albin Avenue  West Babylon, NY, 11704",Suffolk,,N/A,Economic,47,45,45
MBJ Cafeteria Corp. (at CUNY John Jay College of Criminal Justice),2021-02-27,2021-02-22,2021-02-22,"524 West 59th St.  New York, NY, 10019",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,11,34,34
MBJ South Inc. (at New York City College of Technology),2021-04-02,2021-03-29,2021-03-29,"300 Jay St.  Brooklyn, NY, 11201",Queens,,N/A,CUNY City Tech terminated contract with MBJ South Inc,1,22,22
"Mid-Hudson Valley Staffco (assigned to North Road LHCSA, Inc.)",2021-07-14,2021-04-09,2021-04-09,"1 Webster Ave.  Poughkeepsie, NY, 12601",Dutchess,,N/A,The primary reason for the closure of the LCHSA is an inability to identify and retain a sufficient number of staff,1,42,42
N26 Inc.,2022-02-15,2021-11-18,2021-11-18,"250 Hudson St.  New York, NY, 10013",New York,,N/A,Economic,2,46,46
New York Air Brake,2022-01-10,2021-09-30,2021-09-30,"784 Starbuck Ave.  Watertown, NY, 13601",Jefferson,,N/A,Restructuring of the Strategic Business Unit SBU production and manufacturing operations at its Watertown facility,1,109,109
"Noamex, Inc. (Clothing Operation and Logistics Operation)",2021-08-22,2021-05-21,2021-05-21,"625 Wortan Avenue  Brooklyn, NY, 11208",Kings,,N/A,Economic,31,90,90
NoMad Hotels LLC,2021-04-02,2021-07-08,2021-07-08,"1170 Broadway  New York, NY, 10001",New York,,N/A,Renovations,1,88,88
Nordstrom Rack,2021-05-28,2021-03-12,2021-03-12,"350 Walt Whitman Rd  Huntington Station, NY, 11746",Suffolk,,N/A,Economic,41,35,35
"North Shore Linen, Inc.",2022-02-24,2021-11-26,2021-11-26,"20 Rider Place and 129 Hanse Avenue  Freeport, NY, 11520",Nassau,,N/A,Sale of Business Plant Closing,1,0,0
NYU Grossman School of Medicine (Faculty Group Practice Central Billing Office),2021-06-07,2021-03-05,2021-03-05,"14 Wall Street  New York, NY, 10005",New York,,N/A,Financial circumstances and restructuring,1,54,54
Occidental Chemical Corporation,2021-11-18,2021-08-19,2021-08-19,"4700 Buffalo Ave.  Niagara Falls, NY, 14302",Niagara,,N/A,Economic,17,128,128
Our Lady of Providence Regional School,2021-06-22,2021-04-23,2021-04-23,"82 Carleton Avenue  Central Islip, NY, 11722",Suffolk,,N/A,Economic Unforeseeable business circumstances prompted by COVID 19,1,27,27
"Packard Pacifica, Inc. (at Holiday Inn LaGuardia Hotel)",2021-10-22,2021-10-20,2021-10-20,"37-10 114th St.  Queens, NY, 11368",Queens,,N/A,Economic,6,17,17
Pret A Manger (USA) Ltd. (Woodbury Commons),2021-04-14,2021-03-04,2021-03-04,"498 Red Apple Court  Central Valley, NY, 10917",Orange,,N/A,Unforeseeable business circumstances prompted by COVID 19,8,16,16
Princeton Club of New York,2021-10-22,2021-11-23,2021-11-23,"15 W. 43rd  Street  New York, NY, 10036",New York,,N/A,Due to the drastic unforeseeable and economic downturn caused by the COVID 19 pandemic,1,99,99
PVH Corp. (Heritage Brands),2021-10-01,2021-06-24,2021-06-24,"200 Madison Ave., & 501 7th Ave.  New York, NY, 11016",New York,,N/A,Economic Sale of business,1,105,105
Renaissance Westchester Hotel,2021-11-16,2021-08-18,2021-08-18,"80 West Oak Lane Rd.  West Harrison, NY, 12742",Westchester,,N/A,Economic,19,9,9
"RR Donnelley (GO Creative Studio, Presentation, Content Strategy & Proofreading operation)",2021-04-06,2021-01-06,2021-01-06,"One New York Plaza  New York, NY, 10004",New York,,N/A,Contract Loss,1,73,73
"Seven Seas Union Square LLC, dba The Food Emporium",2021-05-30,2021-02-25,2021-02-25,"10 Union Square East  New York, NY, 10003",New York,,N/A,Lease expiration,1,50,50
"Siemens Energy, Inc. (Olean)",2021-07-23,2021-04-23,2021-04-23,"500 Paul Clark Dr.  Olean, NY, 14760",Cattaraugus,,N/A,Economic,34,421,421
"Silarx Pharmaceuticals, Inc., a Lannett Company",2022-03-25,2021-12-07,2021-12-07,"1033 Stoneleigh Avenue  Carmel, NY, 10532",Putnam,,N/A,Consolidation of the Company s manufacturing footprint,1,72,72
Sky Chefs Inc. (at JFK Int'l Airport),2021-10-01,2021-06-24,2021-06-24,"JFK International Airport, West Hangar Road, Building 139  Jamaica, NY, 11430",Queens,,N/A,Unpredictable nature of the current global COVID 19 pandemic,1,439,439
Slant/Fin Corporation,2022-03-31,2021-12-22,2021-12-22,"100 Forest Dr #1295  Greenvale, NY, 11548",Nassau,,N/A,Cessation of all aspects of baseboard products manufacturing at Greenvale site,1,87,87
"Somos Healthcare Providers, Inc. (2910 Exterior St., Bronx)",2022-03-31,2021-03-19,2021-03-19,"2910 Exterior  Street, 1st Floor  Bronx, NY, 10463",Bronx,,N/A,Reorganization of the corporation,1,121,121
"Sonwil Distribution Center, Inc.",2021-08-31,2021-06-03,2021-06-03,"315 Ship Canal Parkway; 2475 George Urban Boulevard; 100 Centre Drive  Buffalo, Depew, Orchard Park, NY, 14218",Erie,,N/A,Expiration of contract Major Customer Contract Termination,1,237,237
"Spot & Company of Manhattan, Inc.",2020-06-15,2021-01-11,2021-01-11,"119 W. 40th Street  New York, NY, 10018",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,14,29,29
SS. Cyril and Methodius School,2021-06-21,2021-04-23,2021-04-23,"105 Half Hollow Road  Deer Park, NY, 11729",Suffolk,,N/A,Economic Unforeseeable business circumstances prompted by COVID 19,2,28,28
St. Christopher School,2021-06-30,2021-03-23,2021-03-23,"15 Pershing Blvd.  Baldwin, NY, 11518",Nassau,,N/A,Economic,37,31,31
St. Raymond School,2021-06-30,2021-03-19,2021-03-19,"263 Atlantic Ave.  East Rockaway, NY, 11518",Nassau,,N/A,Economic,38,18,18
St. Thomas the Apostle School,2021-06-22,2021-03-19,2021-03-19,"12 Westminster Road  W. Hempstead, NY, 11552",Nassau,,N/A,Economic,39,34,34
Transform KM LLC (Unit# 04731 Kmart Convenience store inside Sears),2021-12-13,2021-09-14,2021-09-14,"2307 Beverley Rd.  Brooklyn, NY, 11226",Kings,,N/A,Economic,12,3,3
Transform SR LLC (Sears Store #01924 & Automotive Center #06134),2021-04-27,2021-01-28,2021-01-28,"1150 Sunrise Hwy   Valley Stream, NY, 11581",Nassau,,N/A,Economic,52,62,62
Transform SR LLC (Unit# 01114 Sears Retail Store and Unit# 06104 Sears Automotive Ctr),2021-12-13,2021-09-14,2021-09-14,"2307 Beverley Rd.  Brooklyn, NY, 11226",Kings,,N/A,Economic,13,61,61
"Transportation Insight, LLC (Phase 1)",2021-11-12,2021-08-13,2021-08-13,"5251 Shawnee Road  Sanborn, NY, 14132",Niagara,,N/A,Business acquisition and consolidation of operations,2,10,10
"Transportation Insight, LLC (Phase 2)",2022-01-01,2021-09-28,2021-09-28,"5251 Shawnee Road  Sanborn, NY, 14132",Niagara,,N/A,Business acquisition and consolidation of operations,1,5,5
"United Helpers Nursing Home, Inc. d/b/a United Helpers Rehabilitation and Senior Care, Ogdensburg",2021-09-01,2021-06-15,2021-06-15,"8101 State Highway 68  Ogdensburg, NY, 13669",St Lawrence,,N/A,Economic,25,213,213
"Urban Resource Institute (@Metro Inn, Travel Lodge, Ozone Inn & City View)",2021-09-30,2021-06-15,2021-06-15,"144-36 153rd Lane, 2nd Flr  Jamaica, NY, 11434",Queens,,N/A,Economic,24,49,49
Weill Cornell Medicine,2022-02-07,2021-11-08,2021-11-08,"466 Lexington  New York, NY, 10017",New York,,N/A,These layoffs are due to the integration of certain operational functions of the business,1,99,99
Westchester Community Opportunity Program (WestCOP) (Head Start-Early Head  Start Program),2021-06-30,2021-04-28,2021-04-28,"2 Westchester Plaza (18 WestCOP sites)  Elmsford, NY, 10523",Westchester,,N/A,grant agreement termination between the school district and WestCOP the Head Start Grantee,2,346,346
"WeWork Companies, Inc. (175 Varick St., NYC)",2021-05-23,2021-02-22,2021-02-22,"175 Varick St.  New York, NY, 10014",New York,,N/A,Economic,45,3,3
"WeWork Companies, Inc. (205 Hudson St., NYC)",2021-05-24,2021-02-23,2021-02-23,"205 Hudson Street  New York, NY, 10013",New York,,N/A,Economic,43,1,1
"WeWork Companies, Inc. (609 Greenwich St., NYC)",2021-05-24,2021-02-23,2021-02-23,"609 Greenwich St.  New York, NY, 10014",New York,,N/A,Economic,44,1,1
"WeWork Companies, Inc. (Avenue of the Americas)",2021-05-05,2021-02-04,2021-02-04,"620 Avenue of the Americas  New York, NY, 11215",New York,,N/A,Economic,51,18,18
